id,taxonomy,kingdom,phylum,class,order,family,genus,species
OTU701,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Sinobacteraceae; g__; s__,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Xanthomonadales, f__Sinobacteraceae, g__, s__
OTU7010,k__Bacteria; p__Actinobacteria; c__Nitriliruptoria; o__Euzebyales; f__Euzebyaceae; g__Euzebya; s__,k__Bacteria, p__Actinobacteria, c__Nitriliruptoria, o__Euzebyales, f__Euzebyaceae, g__Euzebya, s__
OTU7011,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales,k__Bacteria, p__Actinobacteria, c__Actinobacteria, o__Actinomycetales,,,
OTU7012,k__Bacteria,k__Bacteria,,,,,,
OTU7014,k__Bacteria; p__OD1; c__; o__; f__; g__; s__,k__Bacteria, p__OD1, c__, o__, f__, g__, s__
OTU7016,k__Bacteria; p__Actinobacteria; c__Acidimicrobiia; o__Acidimicrobiales; f__C111; g__; s__,k__Bacteria, p__Actinobacteria, c__Acidimicrobiia, o__Acidimicrobiales, f__C111, g__, s__
OTU7017,k__Bacteria; p__NKB19; c__; o__; f__; g__; s__,k__Bacteria, p__NKB19, c__, o__, f__, g__, s__
OTU7018,k__Bacteria; p__Planctomycetes; c__BD7-11; o__; f__; g__; s__,k__Bacteria, p__Planctomycetes, c__BD7-11, o__, f__, g__, s__
OTU7019,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhodobacterales, f__Rhodobacteraceae,,
OTU702,k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Syntrophobacterales; f__Syntrophobacteraceae; g__; s__,k__Bacteria, p__Proteobacteria, c__Deltaproteobacteria, o__Syntrophobacterales, f__Syntrophobacteraceae, g__, s__
OTU7020,k__Bacteria; p__Bacteroidetes; c__[Rhodothermi]; o__[Rhodothermales]; f__[Balneolaceae]; g__KSA1; s__,k__Bacteria, p__Bacteroidetes, c__[Rhodothermi], o__[Rhodothermales], f__[Balneolaceae], g__KSA1, s__
OTU7021,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Legionellales; f__Coxiellaceae; g__; s__,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Legionellales, f__Coxiellaceae, g__, s__
OTU7022,k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Gemmatales; f__Gemmataceae; g__; s__,k__Bacteria, p__Planctomycetes, c__Planctomycetia, o__Gemmatales, f__Gemmataceae, g__, s__
OTU7023,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sandaracinobacter; s__sibiricus,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Sphingomonadales, f__Sphingomonadaceae, g__Sandaracinobacter, s__sibiricus
OTU7024,k__Bacteria; p__Chloroflexi; c__Thermomicrobia; o__JG30-KF-CM45; f__; g__; s__,k__Bacteria, p__Chloroflexi, c__Thermomicrobia, o__JG30-KF-CM45, f__, g__, s__
OTU7025,k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Bdellovibrionales; f__Bacteriovoracaceae; g__; s__,k__Bacteria, p__Proteobacteria, c__Deltaproteobacteria, o__Bdellovibrionales, f__Bacteriovoracaceae, g__, s__
OTU7026,k__Bacteria; p__Gemmatimonadetes; c__Gemm-3; o__; f__; g__; s__,k__Bacteria, p__Gemmatimonadetes, c__Gemm-3, o__, f__, g__, s__
OTU7027,k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__; g__; s__,k__Bacteria, p__Bacteroidetes, c__[Saprospirae], o__[Saprospirales], f__, g__, s__
OTU7028,k__Bacteria; p__Acidobacteria; c__Solibacteres; o__Solibacterales; f__; g__; s__,k__Bacteria, p__Acidobacteria, c__Solibacteres, o__Solibacterales, f__, g__, s__
OTU7029,k__Bacteria; p__Verrucomicrobia; c__Opitutae; o__Opitutales; f__Opitutaceae; g__Opitutus; s__,k__Bacteria, p__Verrucomicrobia, c__Opitutae, o__Opitutales, f__Opitutaceae, g__Opitutus, s__
OTU703,k__Bacteria; p__[Thermi]; c__Deinococci; o__Deinococcales; f__Trueperaceae; g__; s__,k__Bacteria, p__[Thermi], c__Deinococci, o__Deinococcales, f__Trueperaceae, g__, s__
OTU7030,k__Bacteria; p__OD1; c__ZB2; o__; f__; g__; s__,k__Bacteria, p__OD1, c__ZB2, o__, f__, g__, s__
OTU7031,k__Bacteria; p__OD1; c__; o__; f__; g__; s__,k__Bacteria, p__OD1, c__, o__, f__, g__, s__
OTU7033,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Alteromonadales; f__OM60; g__; s__,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Alteromonadales, f__OM60, g__, s__
OTU7035,k__Bacteria; p__OD1,k__Bacteria, p__OD1,,,,,
OTU7037,k__Bacteria; p__OP11; c__WCHB1-64; o__; f__; g__; s__,k__Bacteria, p__OP11, c__WCHB1-64, o__, f__, g__, s__
OTU7038,k__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__Cyclobacteriaceae; g__; s__,k__Bacteria, p__Bacteroidetes, c__Cytophagia, o__Cytophagales, f__Cyclobacteriaceae, g__, s__
OTU7039,k__Bacteria; p__Verrucomicrobia; c__[Pedosphaerae]; o__[Pedosphaerales]; f__; g__; s__,k__Bacteria, p__Verrucomicrobia, c__[Pedosphaerae], o__[Pedosphaerales], f__, g__, s__
OTU704,k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__; g__; s__,k__Bacteria, p__Proteobacteria, c__Deltaproteobacteria, o__Myxococcales, f__, g__, s__
OTU7040,k__Bacteria; p__Actinobacteria; c__Acidimicrobiia; o__Acidimicrobiales; f__; g__; s__,k__Bacteria, p__Actinobacteria, c__Acidimicrobiia, o__Acidimicrobiales, f__, g__, s__
OTU7041,k__Bacteria; p__OP11; c__OP11-3; o__; f__; g__; s__,k__Bacteria, p__OP11, c__OP11-3, o__, f__, g__, s__
OTU7043,k__Bacteria; p__Gemmatimonadetes; c__Gemm-5; o__; f__; g__; s__,k__Bacteria, p__Gemmatimonadetes, c__Gemm-5, o__, f__, g__, s__
OTU7044,k__Bacteria; p__OD1; c__ABY1; o__; f__; g__; s__,k__Bacteria, p__OD1, c__ABY1, o__, f__, g__, s__
OTU7045,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria,,,,
OTU7046,k__Bacteria; p__Chloroflexi; c__Anaerolineae; o__SBR1031; f__A4b; g__; s__,k__Bacteria, p__Chloroflexi, c__Anaerolineae, o__SBR1031, f__A4b, g__, s__
OTU7047,k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Gemmatales; f__Isosphaeraceae,k__Bacteria, p__Planctomycetes, c__Planctomycetia, o__Gemmatales, f__Isosphaeraceae,,
OTU7048,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Legionellales; f__Legionellaceae; g__Tatlockia; s__,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Legionellales, f__Legionellaceae, g__Tatlockia, s__
OTU7049,k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__Myxococcaceae; g__Corallococcus; s__exiguus,k__Bacteria, p__Proteobacteria, c__Deltaproteobacteria, o__Myxococcales, f__Myxococcaceae, g__Corallococcus, s__exiguus
OTU705,k__Bacteria; p__Cyanobacteria; c__ML635J-21; o__; f__; g__; s__,k__Bacteria, p__Cyanobacteria, c__ML635J-21, o__, f__, g__, s__
OTU7050,k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Bdellovibrionales; f__Bacteriovoracaceae; g__; s__,k__Bacteria, p__Proteobacteria, c__Deltaproteobacteria, o__Bdellovibrionales, f__Bacteriovoracaceae, g__, s__
OTU7052,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Legionellales; f__Coxiellaceae; g__; s__,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Legionellales, f__Coxiellaceae, g__, s__
OTU7054,k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Bdellovibrionales; f__Bdellovibrionaceae; g__Bdellovibrio; s__,k__Bacteria, p__Proteobacteria, c__Deltaproteobacteria, o__Bdellovibrionales, f__Bdellovibrionaceae, g__Bdellovibrio, s__
OTU7055,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__; g__; s__,k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__, g__, s__
OTU7057,k__Bacteria; p__OD1; c__SM2F11; o__; f__; g__; s__,k__Bacteria, p__OD1, c__SM2F11, o__, f__, g__, s__
OTU7058,k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__OM27; g__; s__,k__Bacteria, p__Proteobacteria, c__Deltaproteobacteria, o__Myxococcales, f__OM27, g__, s__
OTU7059,k__Bacteria; p__OP3; c__koll11; o__; f__; g__; s__,k__Bacteria, p__OP3, c__koll11, o__, f__, g__, s__
OTU706,k__Bacteria; p__Actinobacteria; c__Nitriliruptoria; o__Euzebyales; f__Euzebyaceae; g__Euzebya; s__,k__Bacteria, p__Actinobacteria, c__Nitriliruptoria, o__Euzebyales, f__Euzebyaceae, g__Euzebya, s__
OTU7060,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7; g__; s__,k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__S24-7, g__, s__
OTU7061,k__Bacteria,k__Bacteria,,,,,,
OTU7062,k__Bacteria; p__Gemmatimonadetes; c__Gemmatimonadetes; o__Gemmatimonadales,k__Bacteria, p__Gemmatimonadetes, c__Gemmatimonadetes, o__Gemmatimonadales,,,
OTU7063,k__Bacteria; p__Chloroflexi; c__TK10,k__Bacteria, p__Chloroflexi, c__TK10,,,,
OTU7064,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria,,,,
OTU7065,k__Bacteria,k__Bacteria,,,,,,
OTU7066,k__Bacteria; p__WS2; c__SHA-109; o__; f__; g__; s__,k__Bacteria, p__WS2, c__SHA-109, o__, f__, g__, s__
OTU7067,k__Bacteria; p__Planctomycetes; c__Phycisphaerae; o__Phycisphaerales; f__Phycisphaeraceae; g__; s__,k__Bacteria, p__Planctomycetes, c__Phycisphaerae, o__Phycisphaerales, f__Phycisphaeraceae, g__, s__
OTU7068,k__Bacteria; p__Chloroflexi; c__Anaerolineae; o__Caldilineales; f__Caldilineaceae; g__; s__,k__Bacteria, p__Chloroflexi, c__Anaerolineae, o__Caldilineales, f__Caldilineaceae, g__, s__
OTU707,k__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__Cytophagaceae; g__Adhaeribacter; s__,k__Bacteria, p__Bacteroidetes, c__Cytophagia, o__Cytophagales, f__Cytophagaceae, g__Adhaeribacter, s__
OTU7070,k__Bacteria; p__OD1; c__ZB2; o__; f__; g__; s__,k__Bacteria, p__OD1, c__ZB2, o__, f__, g__, s__
OTU7071,k__Bacteria; p__Cyanobacteria; c__ML635J-21; o__; f__; g__; s__,k__Bacteria, p__Cyanobacteria, c__ML635J-21, o__, f__, g__, s__
OTU7072,k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Planctomycetales; f__Planctomycetaceae; g__Planctomyces; s__,k__Bacteria, p__Planctomycetes, c__Planctomycetia, o__Planctomycetales, f__Planctomycetaceae, g__Planctomyces, s__
OTU7073,k__Bacteria; p__Chloroflexi; c__SAR202; o__; f__; g__; s__,k__Bacteria, p__Chloroflexi, c__SAR202, o__, f__, g__, s__
OTU7074,k__Bacteria; p__Chloroflexi; c__TK17; o__; f__; g__; s__,k__Bacteria, p__Chloroflexi, c__TK17, o__, f__, g__, s__
OTU7075,k__Bacteria; p__WPS-2; c__; o__; f__; g__; s__,k__Bacteria, p__WPS-2, c__, o__, f__, g__, s__
OTU7076,k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Alicyclobacillaceae; g__Alicyclobacillus; s__,k__Bacteria, p__Firmicutes, c__Bacilli, o__Bacillales, f__Alicyclobacillaceae, g__Alicyclobacillus, s__
OTU7077,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__[Marinicellales]; f__[Marinicellaceae]; g__; s__,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__[Marinicellales], f__[Marinicellaceae], g__, s__
OTU708,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhizobiales,,,
OTU7080,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__; g__; s__,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rickettsiales, f__, g__, s__
OTU7081,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Mycobacteriaceae; g__Mycobacterium; s__,k__Bacteria, p__Actinobacteria, c__Actinobacteria, o__Actinomycetales, f__Mycobacteriaceae, g__Mycobacterium, s__
OTU7082,k__Bacteria; p__Planctomycetes; c__BD7-11; o__; f__; g__; s__,k__Bacteria, p__Planctomycetes, c__BD7-11, o__, f__, g__, s__
OTU7083,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Salinisphaerales; f__Salinisphaeraceae; g__; s__,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Salinisphaerales, f__Salinisphaeraceae, g__, s__
OTU7084,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__; s__,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Sphingomonadales, f__Sphingomonadaceae, g__, s__
OTU7086,k__Bacteria; p__Gemmatimonadetes; c__Gemm-2; o__; f__; g__; s__,k__Bacteria, p__Gemmatimonadetes, c__Gemm-2, o__, f__, g__, s__
OTU7087,k__Bacteria; p__Verrucomicrobia; c__[Pedosphaerae]; o__[Pedosphaerales]; f__Ellin515; g__; s__,k__Bacteria, p__Verrucomicrobia, c__[Pedosphaerae], o__[Pedosphaerales], f__Ellin515, g__, s__
OTU7088,k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__MIZ46; f__; g__; s__,k__Bacteria, p__Proteobacteria, c__Deltaproteobacteria, o__MIZ46, f__, g__, s__
OTU7089,k__Bacteria; p__Planctomycetes; c__BD7-11; o__; f__; g__; s__,k__Bacteria, p__Planctomycetes, c__BD7-11, o__, f__, g__, s__
OTU709,k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Planctomycetales; f__Planctomycetaceae; g__Planctomyces; s__,k__Bacteria, p__Planctomycetes, c__Planctomycetia, o__Planctomycetales, f__Planctomycetaceae, g__Planctomyces, s__
OTU7090,k__Bacteria; p__Gemmatimonadetes; c__Gemm-5; o__; f__; g__; s__,k__Bacteria, p__Gemmatimonadetes, c__Gemm-5, o__, f__, g__, s__
OTU7091,k__Bacteria; p__Kazan-3B-28; c__; o__; f__; g__; s__,k__Bacteria, p__Kazan-3B-28, c__, o__, f__, g__, s__
OTU7092,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Legionellales,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Legionellales,,,
OTU7093,k__Bacteria; p__Verrucomicrobia; c__[Methylacidiphilae]; o__Methylacidiphilales; f__; g__; s__,k__Bacteria, p__Verrucomicrobia, c__[Methylacidiphilae], o__Methylacidiphilales, f__, g__, s__
OTU7094,k__Bacteria; p__OP11; c__OP11-3; o__; f__; g__; s__,k__Bacteria, p__OP11, c__OP11-3, o__, f__, g__, s__
OTU7095,k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Alcaligenaceae; g__; s__,k__Bacteria, p__Proteobacteria, c__Betaproteobacteria, o__Burkholderiales, f__Alcaligenaceae, g__, s__
OTU7097,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__BD7-3; f__; g__; s__,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__BD7-3, f__, g__, s__
OTU7098,k__Bacteria; p__OD1; c__ZB2; o__; f__; g__; s__,k__Bacteria, p__OD1, c__ZB2, o__, f__, g__, s__
OTU7099,k__Bacteria; p__Planctomycetes; c__Planctomycetia,k__Bacteria, p__Planctomycetes, c__Planctomycetia,,,,
OTU71,k__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__Cyclobacteriaceae; g__; s__,k__Bacteria, p__Bacteroidetes, c__Cytophagia, o__Cytophagales, f__Cyclobacteriaceae, g__, s__
OTU7100,k__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Verrucomicrobiales; f__Verrucomicrobiaceae; g__Luteolibacter; s__,k__Bacteria, p__Verrucomicrobia, c__Verrucomicrobiae, o__Verrucomicrobiales, f__Verrucomicrobiaceae, g__Luteolibacter, s__
OTU7101,k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Bdellovibrionales; f__Bacteriovoracaceae; g__; s__,k__Bacteria, p__Proteobacteria, c__Deltaproteobacteria, o__Bdellovibrionales, f__Bacteriovoracaceae, g__, s__
OTU7103,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Rikenellaceae; g__; s__,k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__Rikenellaceae, g__, s__
OTU7104,k__Bacteria; p__BRC1; c__PRR-11; o__; f__; g__; s__,k__Bacteria, p__BRC1, c__PRR-11, o__, f__, g__, s__
OTU7105,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pasteurellales; f__; g__; s__,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Pasteurellales, f__, g__, s__
OTU7106,k__Bacteria; p__TM7; c__TM7-1; o__; f__; g__; s__,k__Bacteria, p__TM7, c__TM7-1, o__, f__, g__, s__
OTU7107,k__Bacteria; p__Gemmatimonadetes; c__Gemm-1; o__; f__; g__; s__,k__Bacteria, p__Gemmatimonadetes, c__Gemm-1, o__, f__, g__, s__
OTU7108,k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Gemmatales; f__Isosphaeraceae; g__; s__,k__Bacteria, p__Planctomycetes, c__Planctomycetia, o__Gemmatales, f__Isosphaeraceae, g__, s__
OTU711,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales,k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales,,,
OTU7110,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Rhodospirillaceae; g__; s__,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhodospirillales, f__Rhodospirillaceae, g__, s__
OTU7113,k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Pirellulales; f__Pirellulaceae; g__; s__,k__Bacteria, p__Planctomycetes, c__Planctomycetia, o__Pirellulales, f__Pirellulaceae, g__, s__
OTU7114,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__; g__; s__,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhizobiales, f__, g__, s__
OTU7115,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__; f__; g__; s__,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__, f__, g__, s__
OTU7116,k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales,k__Bacteria, p__Proteobacteria, c__Deltaproteobacteria, o__Myxococcales,,,
OTU7117,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__BD7-3; f__; g__; s__,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__BD7-3, f__, g__, s__
OTU7118,k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__; g__; s__,k__Bacteria, p__Proteobacteria, c__Deltaproteobacteria, o__Myxococcales, f__, g__, s__
OTU7119,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__HTCC2188; f__HTCC2089; g__; s__,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__HTCC2188, f__HTCC2089, g__, s__
OTU712,k__Bacteria; p__OP11; c__WCHB1-64; o__; f__; g__; s__,k__Bacteria, p__OP11, c__WCHB1-64, o__, f__, g__, s__
OTU7120,k__Bacteria; p__OD1; c__ZB2; o__; f__; g__; s__,k__Bacteria, p__OD1, c__ZB2, o__, f__, g__, s__
OTU7121,k__Bacteria; p__WPS-2; c__; o__; f__; g__; s__,k__Bacteria, p__WPS-2, c__, o__, f__, g__, s__
OTU7122,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Legionellales,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Legionellales,,,
OTU7123,k__Bacteria; p__Chloroflexi; c__TK17; o__; f__; g__; s__,k__Bacteria, p__Chloroflexi, c__TK17, o__, f__, g__, s__
OTU7124,k__Bacteria; p__Planctomycetes; c__Phycisphaerae; o__Phycisphaerales; f__Phycisphaeraceae; g__; s__,k__Bacteria, p__Planctomycetes, c__Phycisphaerae, o__Phycisphaerales, f__Phycisphaeraceae, g__, s__
OTU7125,k__Bacteria; p__Gemmatimonadetes; c__Gemm-3; o__; f__; g__; s__,k__Bacteria, p__Gemmatimonadetes, c__Gemm-3, o__, f__, g__, s__
OTU7126,k__Bacteria; p__Chloroflexi; c__Thermomicrobia; o__JG30-KF-CM45; f__; g__; s__,k__Bacteria, p__Chloroflexi, c__Thermomicrobia, o__JG30-KF-CM45, f__, g__, s__
OTU7127,k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__Cystobacterineae; g__; s__,k__Bacteria, p__Proteobacteria, c__Deltaproteobacteria, o__Myxococcales, f__Cystobacterineae, g__, s__
OTU7129,k__Bacteria; p__Chloroflexi; c__Anaerolineae; o__Caldilineales; f__Caldilineaceae; g__; s__,k__Bacteria, p__Chloroflexi, c__Anaerolineae, o__Caldilineales, f__Caldilineaceae, g__, s__
OTU713,k__Bacteria,k__Bacteria,,,,,,
OTU7130,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Thiohalorhabdales; f__Thiohalorhabdaceae; g__Thiohalorhabdus; s__,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Thiohalorhabdales, f__Thiohalorhabdaceae, g__Thiohalorhabdus, s__
OTU7131,k__Bacteria; p__Cyanobacteria; c__4C0d-2; o__SM1D11; f__; g__; s__,k__Bacteria, p__Cyanobacteria, c__4C0d-2, o__SM1D11, f__, g__, s__
OTU7132,k__Bacteria,k__Bacteria,,,,,,
OTU7133,k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__; g__; s__,k__Bacteria, p__Proteobacteria, c__Deltaproteobacteria, o__Myxococcales, f__, g__, s__
OTU7134,k__Bacteria; p__Actinobacteria; c__Acidimicrobiia; o__Acidimicrobiales; f__; g__; s__,k__Bacteria, p__Actinobacteria, c__Acidimicrobiia, o__Acidimicrobiales, f__, g__, s__
OTU7135,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__Thermomonas; s__fusca,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Xanthomonadales, f__Xanthomonadaceae, g__Thermomonas, s__fusca
OTU7136,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria,,,,
OTU7137,k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__GMD14H09; f__; g__; s__,k__Bacteria, p__Proteobacteria, c__Deltaproteobacteria, o__GMD14H09, f__, g__, s__
OTU7138,k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__; s__,k__Bacteria, p__Firmicutes, c__Bacilli, o__Bacillales, f__Bacillaceae, g__, s__
OTU714,k__Bacteria; p__OD1,k__Bacteria, p__OD1,,,,,
OTU7140,k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__; g__; s__,k__Bacteria, p__Proteobacteria, c__Deltaproteobacteria, o__Myxococcales, f__, g__, s__
OTU7141,k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__; g__; s__,k__Bacteria, p__Proteobacteria, c__Deltaproteobacteria, o__Myxococcales, f__, g__, s__
OTU7142,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__; g__; s__,k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__, g__, s__
OTU7143,k__Bacteria,k__Bacteria,,,,,,
OTU7144,k__Bacteria; p__OD1; c__ZB2; o__; f__; g__; s__,k__Bacteria, p__OD1, c__ZB2, o__, f__, g__, s__
OTU7145,k__Bacteria; p__Planctomycetes; c__Phycisphaerae; o__Phycisphaerales; f__Phycisphaeraceae; g__; s__,k__Bacteria, p__Planctomycetes, c__Phycisphaerae, o__Phycisphaerales, f__Phycisphaeraceae, g__, s__
OTU7146,k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__; f__; g__; s__,k__Bacteria, p__Proteobacteria, c__Betaproteobacteria, o__, f__, g__, s__
OTU7148,k__Bacteria; p__Chloroflexi; c__SAR202; o__; f__; g__; s__,k__Bacteria, p__Chloroflexi, c__SAR202, o__, f__, g__, s__
OTU7149,k__Bacteria; p__OD1,k__Bacteria, p__OD1,,,,,
OTU715,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Rhodobaca; s__,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhodobacterales, f__Rhodobacteraceae, g__Rhodobaca, s__
OTU7150,k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Gemmatales; f__Gemmataceae; g__; s__,k__Bacteria, p__Planctomycetes, c__Planctomycetia, o__Gemmatales, f__Gemmataceae, g__, s__
OTU7151,k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__Cystobacterineae; g__; s__,k__Bacteria, p__Proteobacteria, c__Deltaproteobacteria, o__Myxococcales, f__Cystobacterineae, g__, s__
OTU7152,k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Gemmatales; f__Gemmataceae; g__; s__,k__Bacteria, p__Planctomycetes, c__Planctomycetia, o__Gemmatales, f__Gemmataceae, g__, s__
OTU7154,k__Bacteria; p__Chloroflexi; c__SAR202; o__; f__; g__; s__,k__Bacteria, p__Chloroflexi, c__SAR202, o__, f__, g__, s__
OTU7155,k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriaceae; g__Salinimicrobium; s__,k__Bacteria, p__Bacteroidetes, c__Flavobacteriia, o__Flavobacteriales, f__Flavobacteriaceae, g__Salinimicrobium, s__
OTU7157,k__Bacteria; p__OD1; c__ZB2; o__; f__; g__; s__,k__Bacteria, p__OD1, c__ZB2, o__, f__, g__, s__
OTU7158,k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus; s__saliphilus,k__Bacteria, p__Firmicutes, c__Bacilli, o__Bacillales, f__Bacillaceae, g__Bacillus, s__saliphilus
OTU7159,k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__B97; f__; g__; s__,k__Bacteria, p__Planctomycetes, c__Planctomycetia, o__B97, f__, g__, s__
